,class_ids,classes,logistic,logits,probabilities
3240,[0],[b'0'],[0.],[-29482.266],[1. 0.]
3241,[0],[b'0'],[0.],[-32303.07],[1. 0.]
3242,[0],[b'0'],[0.],[-31865.635],[1. 0.]
3243,[0],[b'0'],[0.],[-31939.992],[1. 0.]
3244,[0],[b'0'],[0.],[-31086.184],[1. 0.]
3245,[0],[b'0'],[0.],[-30699.764],[1. 0.]
3246,[0],[b'0'],[0.],[-33889.402],[1. 0.]
3247,[0],[b'0'],[0.],[-30163.78],[1. 0.]
3248,[0],[b'0'],[0.],[-32665.86],[1. 0.]
3249,[0],[b'0'],[0.],[-28898.744],[1. 0.]
3250,[0],[b'0'],[0.],[-29440.51],[1. 0.]
3251,[0],[b'0'],[0.],[-31408.615],[1. 0.]
3252,[0],[b'0'],[0.],[-29836.664],[1. 0.]
3253,[0],[b'0'],[0.],[-33589.395],[1. 0.]
3254,[0],[b'0'],[0.],[-30388.84],[1. 0.]
3255,[0],[b'0'],[0.],[-32654.117],[1. 0.]
3256,[0],[b'0'],[0.],[-29050.166],[1. 0.]
3257,[0],[b'0'],[0.],[-32853.176],[1. 0.]
3258,[0],[b'0'],[0.],[-31189.293],[1. 0.]
3259,[0],[b'0'],[0.],[-31806.43],[1. 0.]
3260,[0],[b'0'],[0.],[-33747.312],[1. 0.]
3261,[0],[b'0'],[0.],[-30790.521],[1. 0.]
3262,[0],[b'0'],[0.],[-29027.834],[1. 0.]
3263,[0],[b'0'],[0.],[-30819.893],[1. 0.]
3264,[0],[b'0'],[0.],[-32303.924],[1. 0.]
3265,[0],[b'0'],[0.],[-34750.98],[1. 0.]
3266,[0],[b'0'],[0.],[-28394.826],[1. 0.]
3267,[1],[b'1'],[1.],[6755.1284],[0. 1.]
3268,[0],[b'0'],[0.],[-32558.236],[1. 0.]
3269,[0],[b'0'],[0.],[-31802.234],[1. 0.]
3270,[0],[b'0'],[0.],[-31887.5],[1. 0.]
3271,[0],[b'0'],[0.],[-31875.857],[1. 0.]
3272,[0],[b'0'],[0.],[-30674.92],[1. 0.]
3273,[0],[b'0'],[0.],[-30655.166],[1. 0.]
3274,[0],[b'0'],[0.],[-30790.072],[1. 0.]
3275,[0],[b'0'],[0.],[-32185.758],[1. 0.]
3276,[0],[b'0'],[0.],[-30855.91],[1. 0.]
3277,[0],[b'0'],[0.],[-29454.834],[1. 0.]
3278,[0],[b'0'],[0.],[-33051.99],[1. 0.]
3279,[0],[b'0'],[0.],[-32122.24],[1. 0.]
3280,[0],[b'0'],[0.],[-32573.02],[1. 0.]
3281,[0],[b'0'],[0.],[-29082.209],[1. 0.]
3282,[0],[b'0'],[0.],[-32594.795],[1. 0.]
3283,[0],[b'0'],[0.],[-32126.223],[1. 0.]
3284,[0],[b'0'],[0.],[-30909.402],[1. 0.]
3285,[0],[b'0'],[0.],[-32418.906],[1. 0.]
3286,[0],[b'0'],[0.],[-31866.385],[1. 0.]
3287,[0],[b'0'],[0.],[-34677.523],[1. 0.]
3288,[0],[b'0'],[0.],[-30585.725],[1. 0.]
3289,[0],[b'0'],[0.],[-32305.088],[1. 0.]
3290,[0],[b'0'],[0.],[-33081.98],[1. 0.]
3291,[0],[b'0'],[0.],[-31310.785],[1. 0.]
3292,[0],[b'0'],[0.],[-31612.967],[1. 0.]
3293,[0],[b'0'],[0.],[-31214.836],[1. 0.]
3294,[0],[b'0'],[0.],[-30860.623],[1. 0.]
3295,[0],[b'0'],[0.],[-34547.344],[1. 0.]
3296,[0],[b'0'],[0.],[-29373.127],[1. 0.]
3297,[0],[b'0'],[0.],[-29102.357],[1. 0.]
3298,[0],[b'0'],[0.],[-31859.53],[1. 0.]
3299,[0],[b'0'],[0.],[-30830.658],[1. 0.]
3300,[0],[b'0'],[0.],[-30317.264],[1. 0.]
3301,[0],[b'0'],[0.],[-30873.238],[1. 0.]
3302,[0],[b'0'],[0.],[-30620.87],[1. 0.]
3303,[0],[b'0'],[0.],[-32040.674],[1. 0.]
3304,[0],[b'0'],[0.],[-32591.887],[1. 0.]
3305,[0],[b'0'],[0.],[-31779.756],[1. 0.]
3306,[0],[b'0'],[0.],[-31769.705],[1. 0.]
3307,[0],[b'0'],[0.],[-32447.541],[1. 0.]
3308,[0],[b'0'],[0.],[-32439.041],[1. 0.]
3309,[0],[b'0'],[0.],[-31510.166],[1. 0.]
3310,[0],[b'0'],[0.],[-30252.44],[1. 0.]
3311,[0],[b'0'],[0.],[-30623.293],[1. 0.]
3312,[0],[b'0'],[0.],[-33347.23],[1. 0.]
3313,[0],[b'0'],[0.],[-30349.674],[1. 0.]
3314,[0],[b'0'],[0.],[-32611.057],[1. 0.]
3315,[0],[b'0'],[0.],[-32211.703],[1. 0.]
3316,[0],[b'0'],[0.],[-35840.26],[1. 0.]
3317,[0],[b'0'],[0.],[-31315.818],[1. 0.]
3318,[0],[b'0'],[0.],[-32739.656],[1. 0.]
3319,[0],[b'0'],[0.],[-32462.6],[1. 0.]
3320,[0],[b'0'],[0.],[-31455.715],[1. 0.]
3321,[0],[b'0'],[0.],[-32709.1],[1. 0.]
3322,[0],[b'0'],[0.],[-32667.781],[1. 0.]
3323,[0],[b'0'],[0.],[-33870.24],[1. 0.]
3324,[0],[b'0'],[0.],[-32276.076],[1. 0.]
3325,[0],[b'0'],[0.],[-33452.406],[1. 0.]
3326,[0],[b'0'],[0.],[-30103.904],[1. 0.]
3327,[0],[b'0'],[0.],[-30555.812],[1. 0.]
3328,[0],[b'0'],[0.],[-32079.348],[1. 0.]
3329,[0],[b'0'],[0.],[-30410.396],[1. 0.]
3330,[0],[b'0'],[0.],[-32120.594],[1. 0.]
3331,[0],[b'0'],[0.],[-31738.746],[1. 0.]
3332,[0],[b'0'],[0.],[-31952.2],[1. 0.]
3333,[0],[b'0'],[0.],[-31633.32],[1. 0.]
3334,[0],[b'0'],[0.],[-31928.049],[1. 0.]
3335,[0],[b'0'],[0.],[-30175.26],[1. 0.]
3336,[0],[b'0'],[0.],[-31643.85],[1. 0.]
3337,[0],[b'0'],[0.],[-30928.168],[1. 0.]
3338,[0],[b'0'],[0.],[-32249.775],[1. 0.]
3339,[0],[b'0'],[0.],[-33285.3],[1. 0.]
3340,[0],[b'0'],[0.],[-32552.553],[1. 0.]
3341,[0],[b'0'],[0.],[-31920.92],[1. 0.]
3342,[0],[b'0'],[0.],[-30832.84],[1. 0.]
3343,[0],[b'0'],[0.],[-29316.516],[1. 0.]
3344,[0],[b'0'],[0.],[-29463.61],[1. 0.]
3345,[0],[b'0'],[0.],[-28602.9],[1. 0.]
3346,[0],[b'0'],[0.],[-32132.213],[1. 0.]
3347,[0],[b'0'],[0.],[-28989.393],[1. 0.]
3348,[0],[b'0'],[0.],[-30028.318],[1. 0.]
3349,[0],[b'0'],[0.],[-32737.299],[1. 0.]
3350,[0],[b'0'],[0.],[-28421.469],[1. 0.]
3351,[0],[b'0'],[0.],[-31299.885],[1. 0.]
3352,[0],[b'0'],[0.],[-30890.848],[1. 0.]
3353,[0],[b'0'],[0.],[-28842.133],[1. 0.]
3354,[0],[b'0'],[0.],[-29663.117],[1. 0.]
3355,[0],[b'0'],[0.],[-32640.035],[1. 0.]
3356,[0],[b'0'],[0.],[-32851.78],[1. 0.]
3357,[0],[b'0'],[0.],[-33323.684],[1. 0.]
3358,[0],[b'0'],[0.],[-36207.38],[1. 0.]
3359,[0],[b'0'],[0.],[-32143.707],[1. 0.]
3360,[0],[b'0'],[0.],[-30151.498],[1. 0.]
3361,[0],[b'0'],[0.],[-31633.164],[1. 0.]
3362,[0],[b'0'],[0.],[-31182.781],[1. 0.]
3363,[0],[b'0'],[0.],[-33124.453],[1. 0.]
3364,[0],[b'0'],[0.],[-33414.156],[1. 0.]
3365,[0],[b'0'],[0.],[-32997.19],[1. 0.]
3366,[0],[b'0'],[0.],[-33813.305],[1. 0.]
3367,[0],[b'0'],[0.],[-31252.584],[1. 0.]
3368,[0],[b'0'],[0.],[-31610.27],[1. 0.]
3369,[0],[b'0'],[0.],[-32395.037],[1. 0.]
3370,[0],[b'0'],[0.],[-31203.883],[1. 0.]
3371,[0],[b'0'],[0.],[-31733.467],[1. 0.]
3372,[0],[b'0'],[0.],[-31090.48],[1. 0.]
3373,[0],[b'0'],[0.],[-31920.314],[1. 0.]
3374,[0],[b'0'],[0.],[-31934.701],[1. 0.]
3375,[0],[b'0'],[0.],[-32579.086],[1. 0.]
3376,[0],[b'0'],[0.],[-31029.926],[1. 0.]
3377,[0],[b'0'],[0.],[-30599.754],[1. 0.]
3378,[0],[b'0'],[0.],[-32890.117],[1. 0.]
3379,[0],[b'0'],[0.],[-32597.6],[1. 0.]
3380,[0],[b'0'],[0.],[-34042.605],[1. 0.]
3381,[0],[b'0'],[0.],[-29784.125],[1. 0.]
3382,[0],[b'0'],[0.],[-30632.42],[1. 0.]
3383,[0],[b'0'],[0.],[-33579.766],[1. 0.]
3384,[0],[b'0'],[0.],[-32842.887],[1. 0.]
3385,[0],[b'0'],[0.],[-30687.613],[1. 0.]
3386,[0],[b'0'],[0.],[-31766.572],[1. 0.]
3387,[0],[b'0'],[0.],[-32909.11],[1. 0.]
3388,[0],[b'0'],[0.],[-30602.355],[1. 0.]
3389,[0],[b'0'],[0.],[-32635.209],[1. 0.]
3390,[0],[b'0'],[0.],[-29395.057],[1. 0.]
3391,[0],[b'0'],[0.],[-31038.203],[1. 0.]
3392,[0],[b'0'],[0.],[-33451.195],[1. 0.]
3393,[0],[b'0'],[0.],[-29406.658],[1. 0.]
3394,[0],[b'0'],[0.],[-31470.014],[1. 0.]
3395,[0],[b'0'],[0.],[-33275.41],[1. 0.]
3396,[0],[b'0'],[0.],[-31071.693],[1. 0.]
3397,[0],[b'0'],[0.],[-32581.53],[1. 0.]
3398,[0],[b'0'],[0.],[-31930.404],[1. 0.]
3399,[0],[b'0'],[0.],[-31082.307],[1. 0.]
3400,[0],[b'0'],[0.],[-32429.596],[1. 0.]
3401,[0],[b'0'],[0.],[-31210.637],[1. 0.]
3402,[0],[b'0'],[0.],[-28010.973],[1. 0.]
3403,[0],[b'0'],[0.],[-33114.64],[1. 0.]
3404,[0],[b'0'],[0.],[-30972.607],[1. 0.]
3405,[0],[b'0'],[0.],[-31636.46],[1. 0.]
3406,[0],[b'0'],[0.],[-30522.379],[1. 0.]
3407,[0],[b'0'],[0.],[-31979.088],[1. 0.]
3408,[0],[b'0'],[0.],[-29724.074],[1. 0.]
3409,[0],[b'0'],[0.],[-31419.885],[1. 0.]
3410,[0],[b'0'],[0.],[-32379.896],[1. 0.]
3411,[0],[b'0'],[0.],[-31416.572],[1. 0.]
3412,[0],[b'0'],[0.],[-37786.863],[1. 0.]
3413,[0],[b'0'],[0.],[-30554.938],[1. 0.]
3414,[0],[b'0'],[0.],[-31772.922],[1. 0.]
3415,[0],[b'0'],[0.],[-33087.918],[1. 0.]
3416,[0],[b'0'],[0.],[-30960.184],[1. 0.]
3417,[0],[b'0'],[0.],[-33855.05],[1. 0.]
3418,[0],[b'0'],[0.],[-33166.895],[1. 0.]
3419,[0],[b'0'],[0.],[-33201.26],[1. 0.]
3420,[0],[b'0'],[0.],[-33481.03],[1. 0.]
3421,[0],[b'0'],[0.],[-32174.824],[1. 0.]
3422,[0],[b'0'],[0.],[-33076.402],[1. 0.]
3423,[0],[b'0'],[0.],[-33182.105],[1. 0.]
3424,[0],[b'0'],[0.],[-30198.15],[1. 0.]
3425,[0],[b'0'],[0.],[-31353.074],[1. 0.]
3426,[0],[b'0'],[0.],[-29898.19],[1. 0.]
3427,[0],[b'0'],[0.],[-30454.303],[1. 0.]
3428,[0],[b'0'],[0.],[-32159.139],[1. 0.]
3429,[0],[b'0'],[0.],[-32952.645],[1. 0.]
3430,[0],[b'0'],[0.],[-33823.59],[1. 0.]
3431,[0],[b'0'],[0.],[-28946.195],[1. 0.]
3432,[0],[b'0'],[0.],[-31564.494],[1. 0.]
3433,[0],[b'0'],[0.],[-34098.543],[1. 0.]
3434,[0],[b'0'],[0.],[-32518.021],[1. 0.]
3435,[0],[b'0'],[0.],[-33904.375],[1. 0.]
3436,[0],[b'0'],[0.],[-31114.262],[1. 0.]
3437,[0],[b'0'],[0.],[-32565.75],[1. 0.]
3438,[0],[b'0'],[0.],[-35779.445],[1. 0.]
3439,[0],[b'0'],[0.],[-34224.977],[1. 0.]
3440,[0],[b'0'],[0.],[-32480.791],[1. 0.]
3441,[0],[b'0'],[0.],[-32983.043],[1. 0.]
3442,[0],[b'0'],[0.],[-32089.812],[1. 0.]
3443,[0],[b'0'],[0.],[-31792.348],[1. 0.]
3444,[0],[b'0'],[0.],[-33166.49],[1. 0.]
3445,[0],[b'0'],[0.],[-30697.178],[1. 0.]
3446,[0],[b'0'],[0.],[-32738.861],[1. 0.]
3447,[0],[b'0'],[0.],[-28985.508],[1. 0.]
3448,[0],[b'0'],[0.],[-31043.752],[1. 0.]
3449,[0],[b'0'],[0.],[-36299.53],[1. 0.]
3450,[0],[b'0'],[0.],[-32936.902],[1. 0.]
3451,[0],[b'0'],[0.],[-34722.85],[1. 0.]
3452,[0],[b'0'],[0.],[-31831.092],[1. 0.]
3453,[0],[b'0'],[0.],[-31506.723],[1. 0.]
3454,[0],[b'0'],[0.],[-30882.56],[1. 0.]
3455,[0],[b'0'],[0.],[-32510.053],[1. 0.]
3456,[1],[b'1'],[1.],[6342.019],[0. 1.]
3457,[0],[b'0'],[0.],[-30988.943],[1. 0.]
3458,[0],[b'0'],[0.],[-31884.418],[1. 0.]
3459,[0],[b'0'],[0.],[-32932.14],[1. 0.]
3460,[0],[b'0'],[0.],[-29790.502],[1. 0.]
3461,[0],[b'0'],[0.],[-31337.775],[1. 0.]
3462,[0],[b'0'],[0.],[-32636.672],[1. 0.]
3463,[0],[b'0'],[0.],[-30576.742],[1. 0.]
3464,[0],[b'0'],[0.],[-32923.707],[1. 0.]
3465,[0],[b'0'],[0.],[-33694.645],[1. 0.]
3466,[0],[b'0'],[0.],[-33030.293],[1. 0.]
3467,[0],[b'0'],[0.],[-30327.7],[1. 0.]
3468,[0],[b'0'],[0.],[-33577.42],[1. 0.]
3469,[0],[b'0'],[0.],[-33261.113],[1. 0.]
3470,[0],[b'0'],[0.],[-29517.402],[1. 0.]
3471,[0],[b'0'],[0.],[-33275.926],[1. 0.]
3472,[0],[b'0'],[0.],[-33112.94],[1. 0.]
3473,[0],[b'0'],[0.],[-31682.693],[1. 0.]
3474,[0],[b'0'],[0.],[-30233.299],[1. 0.]
3475,[0],[b'0'],[0.],[-32176.422],[1. 0.]
3476,[0],[b'0'],[0.],[-32036.217],[1. 0.]
3477,[0],[b'0'],[0.],[-30642.545],[1. 0.]
3478,[0],[b'0'],[0.],[-31465.701],[1. 0.]
3479,[0],[b'0'],[0.],[-35181.133],[1. 0.]
3480,[0],[b'0'],[0.],[-32494.031],[1. 0.]
3481,[0],[b'0'],[0.],[-32321.264],[1. 0.]
3482,[0],[b'0'],[0.],[-32207.85],[1. 0.]
3483,[0],[b'0'],[0.],[-31085.08],[1. 0.]
3484,[0],[b'0'],[0.],[-30354.871],[1. 0.]
3485,[0],[b'0'],[0.],[-30477.436],[1. 0.]
3486,[0],[b'0'],[0.],[-30855.875],[1. 0.]
3487,[0],[b'0'],[0.],[-30604.115],[1. 0.]
3488,[0],[b'0'],[0.],[-29342.867],[1. 0.]
3489,[0],[b'0'],[0.],[-32741.639],[1. 0.]
3490,[0],[b'0'],[0.],[-33562.06],[1. 0.]
3491,[0],[b'0'],[0.],[-31691.098],[1. 0.]
3492,[0],[b'0'],[0.],[-33293.04],[1. 0.]
3493,[0],[b'0'],[0.],[-34177.863],[1. 0.]
3494,[0],[b'0'],[0.],[-29036.154],[1. 0.]
3495,[1],[b'1'],[1.],[7382.5737],[0. 1.]
3496,[0],[b'0'],[0.],[-32264.82],[1. 0.]
3497,[0],[b'0'],[0.],[-32018.957],[1. 0.]
3498,[0],[b'0'],[0.],[-33548.523],[1. 0.]
3499,[0],[b'0'],[0.],[-30039.656],[1. 0.]
3500,[0],[b'0'],[0.],[-31967.791],[1. 0.]
3501,[0],[b'0'],[0.],[-29459.93],[1. 0.]
3502,[0],[b'0'],[0.],[-34442.152],[1. 0.]
3503,[0],[b'0'],[0.],[-31730.951],[1. 0.]
3504,[0],[b'0'],[0.],[-33307.496],[1. 0.]
3505,[0],[b'0'],[0.],[-30732.123],[1. 0.]
3506,[0],[b'0'],[0.],[-30492.08],[1. 0.]
3507,[0],[b'0'],[0.],[-30905.863],[1. 0.]
3508,[0],[b'0'],[0.],[-32651.57],[1. 0.]
3509,[0],[b'0'],[0.],[-31438.13],[1. 0.]
3510,[0],[b'0'],[0.],[-32788.45],[1. 0.]
3511,[0],[b'0'],[0.],[-33282.97],[1. 0.]
3512,[0],[b'0'],[0.],[-31550.53],[1. 0.]
3513,[0],[b'0'],[0.],[-29071.184],[1. 0.]
3514,[0],[b'0'],[0.],[-31977.295],[1. 0.]
3515,[0],[b'0'],[0.],[-32309.496],[1. 0.]
3516,[0],[b'0'],[0.],[-32861.613],[1. 0.]
3517,[0],[b'0'],[0.],[-32458.09],[1. 0.]
3518,[0],[b'0'],[0.],[-31058.822],[1. 0.]
3519,[0],[b'0'],[0.],[-31148.1],[1. 0.]
3520,[0],[b'0'],[0.],[-29413.406],[1. 0.]
3521,[0],[b'0'],[0.],[-32552.035],[1. 0.]
3522,[0],[b'0'],[0.],[-32260.371],[1. 0.]
3523,[0],[b'0'],[0.],[-31439.904],[1. 0.]
3524,[0],[b'0'],[0.],[-33961.117],[1. 0.]
3525,[0],[b'0'],[0.],[-29756.428],[1. 0.]
3526,[0],[b'0'],[0.],[-31609.97],[1. 0.]
3527,[0],[b'0'],[0.],[-33153.566],[1. 0.]
3528,[0],[b'0'],[0.],[-30739.193],[1. 0.]
3529,[0],[b'0'],[0.],[-32602.877],[1. 0.]
3530,[0],[b'0'],[0.],[-31728.576],[1. 0.]
3531,[0],[b'0'],[0.],[-33884.996],[1. 0.]
3532,[0],[b'0'],[0.],[-32601.148],[1. 0.]
3533,[0],[b'0'],[0.],[-34570.207],[1. 0.]
3534,[0],[b'0'],[0.],[-29711.266],[1. 0.]
3535,[0],[b'0'],[0.],[-32803.016],[1. 0.]
3536,[0],[b'0'],[0.],[-35362.43],[1. 0.]
3537,[0],[b'0'],[0.],[-29673.627],[1. 0.]
3538,[0],[b'0'],[0.],[-31373.174],[1. 0.]
3539,[0],[b'0'],[0.],[-35381.445],[1. 0.]
3540,[0],[b'0'],[0.],[-34013.5],[1. 0.]
3541,[0],[b'0'],[0.],[-32140.129],[1. 0.]
3542,[0],[b'0'],[0.],[-35576.402],[1. 0.]
3543,[0],[b'0'],[0.],[-30651.678],[1. 0.]
3544,[0],[b'0'],[0.],[-31512.74],[1. 0.]
3545,[0],[b'0'],[0.],[-30179.885],[1. 0.]
3546,[0],[b'0'],[0.],[-30651.787],[1. 0.]
3547,[0],[b'0'],[0.],[-32805.312],[1. 0.]
3548,[1],[b'1'],[1.],[7313.5503],[0. 1.]
3549,[0],[b'0'],[0.],[-33655.03],[1. 0.]
3550,[0],[b'0'],[0.],[-31887.893],[1. 0.]
3551,[0],[b'0'],[0.],[-32682.895],[1. 0.]
3552,[0],[b'0'],[0.],[-29893.621],[1. 0.]
3553,[0],[b'0'],[0.],[-31112.8],[1. 0.]
3554,[0],[b'0'],[0.],[-33392.27],[1. 0.]
3555,[0],[b'0'],[0.],[-30812.154],[1. 0.]
3556,[0],[b'0'],[0.],[-32605.312],[1. 0.]
3557,[0],[b'0'],[0.],[-31066.156],[1. 0.]
3558,[0],[b'0'],[0.],[-33020.72],[1. 0.]
3559,[0],[b'0'],[0.],[-32654.812],[1. 0.]
3560,[1],[b'1'],[1.],[6971.0522],[0. 1.]
3561,[0],[b'0'],[0.],[-30503.771],[1. 0.]
3562,[0],[b'0'],[0.],[-30665.297],[1. 0.]
3563,[0],[b'0'],[0.],[-31561.13],[1. 0.]
3564,[0],[b'0'],[0.],[-32121.428],[1. 0.]
3565,[0],[b'0'],[0.],[-37676.258],[1. 0.]
3566,[0],[b'0'],[0.],[-30862.893],[1. 0.]
3567,[0],[b'0'],[0.],[-32518.47],[1. 0.]
3568,[0],[b'0'],[0.],[-30739.643],[1. 0.]
3569,[0],[b'0'],[0.],[-32125.96],[1. 0.]
3570,[0],[b'0'],[0.],[-31703.168],[1. 0.]
3571,[0],[b'0'],[0.],[-31083.12],[1. 0.]
3572,[0],[b'0'],[0.],[-32487.375],[1. 0.]
3573,[0],[b'0'],[0.],[-30888.475],[1. 0.]
3574,[0],[b'0'],[0.],[-32316.271],[1. 0.]
3575,[0],[b'0'],[0.],[-31989.244],[1. 0.]
3576,[0],[b'0'],[0.],[-32739.11],[1. 0.]
3577,[0],[b'0'],[0.],[-31745.094],[1. 0.]
3578,[0],[b'0'],[0.],[-30188.098],[1. 0.]
3579,[0],[b'0'],[0.],[-31730.6],[1. 0.]
3580,[0],[b'0'],[0.],[-33159.918],[1. 0.]
3581,[0],[b'0'],[0.],[-28504.607],[1. 0.]
3582,[0],[b'0'],[0.],[-33284.824],[1. 0.]
3583,[0],[b'0'],[0.],[-30532.92],[1. 0.]
3584,[0],[b'0'],[0.],[-29912.617],[1. 0.]
3585,[0],[b'0'],[0.],[-31521.078],[1. 0.]
3586,[0],[b'0'],[0.],[-32330.658],[1. 0.]
3587,[0],[b'0'],[0.],[-33165.348],[1. 0.]
3588,[0],[b'0'],[0.],[-29639.5],[1. 0.]
3589,[0],[b'0'],[0.],[-33300.3],[1. 0.]
3590,[0],[b'0'],[0.],[-30628.975],[1. 0.]
3591,[0],[b'0'],[0.],[-32212.25],[1. 0.]
3592,[0],[b'0'],[0.],[-33515.125],[1. 0.]
3593,[0],[b'0'],[0.],[-32323.61],[1. 0.]
3594,[0],[b'0'],[0.],[-32962.41],[1. 0.]
3595,[0],[b'0'],[0.],[-36314.605],[1. 0.]
3596,[0],[b'0'],[0.],[-28789.508],[1. 0.]
3597,[0],[b'0'],[0.],[-32473.125],[1. 0.]
3598,[0],[b'0'],[0.],[-33826.867],[1. 0.]
3599,[0],[b'0'],[0.],[-32471.955],[1. 0.]
3600,[0],[b'0'],[0.],[-32801.332],[1. 0.]
3601,[0],[b'0'],[0.],[-32315.846],[1. 0.]
3602,[0],[b'0'],[0.],[-31353.305],[1. 0.]
3603,[0],[b'0'],[0.],[-32797.414],[1. 0.]
3604,[0],[b'0'],[0.],[-32860.],[1. 0.]
3605,[0],[b'0'],[0.],[-31126.086],[1. 0.]
3606,[0],[b'0'],[0.],[-32781.734],[1. 0.]
3607,[0],[b'0'],[0.],[-32178.953],[1. 0.]
3608,[0],[b'0'],[0.],[-30120.033],[1. 0.]
3609,[0],[b'0'],[0.],[-33912.863],[1. 0.]
3610,[0],[b'0'],[0.],[-29380.395],[1. 0.]
3611,[0],[b'0'],[0.],[-30271.877],[1. 0.]
3612,[0],[b'0'],[0.],[-32676.967],[1. 0.]
3613,[0],[b'0'],[0.],[-29569.787],[1. 0.]
3614,[0],[b'0'],[0.],[-32394.38],[1. 0.]
3615,[0],[b'0'],[0.],[-30452.316],[1. 0.]
3616,[0],[b'0'],[0.],[-33605.383],[1. 0.]
3617,[0],[b'0'],[0.],[-31970.768],[1. 0.]
3618,[0],[b'0'],[0.],[-30853.398],[1. 0.]
3619,[0],[b'0'],[0.],[-31810.902],[1. 0.]
3620,[0],[b'0'],[0.],[-30352.17],[1. 0.]
3621,[0],[b'0'],[0.],[-35816.457],[1. 0.]
3622,[0],[b'0'],[0.],[-31240.633],[1. 0.]
3623,[0],[b'0'],[0.],[-31629.414],[1. 0.]
3624,[0],[b'0'],[0.],[-30374.555],[1. 0.]
3625,[0],[b'0'],[0.],[-34361.65],[1. 0.]
3626,[0],[b'0'],[0.],[-31603.758],[1. 0.]
3627,[0],[b'0'],[0.],[-34385.945],[1. 0.]
3628,[0],[b'0'],[0.],[-33689.85],[1. 0.]
3629,[0],[b'0'],[0.],[-29382.254],[1. 0.]
3630,[0],[b'0'],[0.],[-33740.03],[1. 0.]
3631,[0],[b'0'],[0.],[-31978.078],[1. 0.]
3632,[0],[b'0'],[0.],[-31207.082],[1. 0.]
3633,[0],[b'0'],[0.],[-32989.254],[1. 0.]
3634,[0],[b'0'],[0.],[-32352.602],[1. 0.]
3635,[0],[b'0'],[0.],[-32172.33],[1. 0.]
3636,[0],[b'0'],[0.],[-32470.156],[1. 0.]
3637,[0],[b'0'],[0.],[-32445.275],[1. 0.]
3638,[0],[b'0'],[0.],[-34594.625],[1. 0.]
3639,[0],[b'0'],[0.],[-32149.75],[1. 0.]
3640,[0],[b'0'],[0.],[-32491.879],[1. 0.]
3641,[0],[b'0'],[0.],[-32616.836],[1. 0.]
3642,[0],[b'0'],[0.],[-30814.602],[1. 0.]
3643,[0],[b'0'],[0.],[-32570.256],[1. 0.]
3644,[0],[b'0'],[0.],[-32033.82],[1. 0.]
3645,[0],[b'0'],[0.],[-32284.371],[1. 0.]
3646,[0],[b'0'],[0.],[-33447.543],[1. 0.]
3647,[0],[b'0'],[0.],[-29458.992],[1. 0.]
3648,[0],[b'0'],[0.],[-32004.904],[1. 0.]
3649,[0],[b'0'],[0.],[-34708.605],[1. 0.]
3650,[0],[b'0'],[0.],[-33833.71],[1. 0.]
3651,[0],[b'0'],[0.],[-29261.201],[1. 0.]
3652,[0],[b'0'],[0.],[-31155.018],[1. 0.]
3653,[0],[b'0'],[0.],[-30810.168],[1. 0.]
3654,[0],[b'0'],[0.],[-33346.582],[1. 0.]
3655,[0],[b'0'],[0.],[-32057.238],[1. 0.]
3656,[0],[b'0'],[0.],[-35864.016],[1. 0.]
3657,[0],[b'0'],[0.],[-30990.973],[1. 0.]
3658,[0],[b'0'],[0.],[-31697.318],[1. 0.]
3659,[0],[b'0'],[0.],[-32511.82],[1. 0.]
3660,[0],[b'0'],[0.],[-31780.],[1. 0.]
3661,[0],[b'0'],[0.],[-30611.766],[1. 0.]
3662,[0],[b'0'],[0.],[-29176.193],[1. 0.]
3663,[0],[b'0'],[0.],[-33062.98],[1. 0.]
3664,[0],[b'0'],[0.],[-32024.742],[1. 0.]
3665,[0],[b'0'],[0.],[-34651.367],[1. 0.]
3666,[0],[b'0'],[0.],[-29857.36],[1. 0.]
3667,[0],[b'0'],[0.],[-30673.113],[1. 0.]
3668,[0],[b'0'],[0.],[-32039.713],[1. 0.]
3669,[0],[b'0'],[0.],[-29438.787],[1. 0.]
3670,[0],[b'0'],[0.],[-31152.432],[1. 0.]
3671,[0],[b'0'],[0.],[-31636.303],[1. 0.]
3672,[0],[b'0'],[0.],[-29966.852],[1. 0.]
3673,[0],[b'0'],[0.],[-32322.855],[1. 0.]
3674,[0],[b'0'],[0.],[-28609.611],[1. 0.]
3675,[0],[b'0'],[0.],[-31815.729],[1. 0.]
3676,[0],[b'0'],[0.],[-33171.03],[1. 0.]
3677,[1],[b'1'],[1.],[7704.5405],[0. 1.]
3678,[0],[b'0'],[0.],[-31787.809],[1. 0.]
3679,[0],[b'0'],[0.],[-31757.588],[1. 0.]
3680,[0],[b'0'],[0.],[-32184.396],[1. 0.]
3681,[0],[b'0'],[0.],[-29134.775],[1. 0.]
3682,[0],[b'0'],[0.],[-31714.547],[1. 0.]
3683,[0],[b'0'],[0.],[-31179.61],[1. 0.]
3684,[0],[b'0'],[0.],[-28809.115],[1. 0.]
3685,[0],[b'0'],[0.],[-33128.05],[1. 0.]
3686,[0],[b'0'],[0.],[-33544.36],[1. 0.]
3687,[0],[b'0'],[0.],[-32211.875],[1. 0.]
3688,[0],[b'0'],[0.],[-33702.51],[1. 0.]
3689,[0],[b'0'],[0.],[-31965.795],[1. 0.]
3690,[0],[b'0'],[0.],[-31702.113],[1. 0.]
